"RecKey","PointLoc","PointNbr","TopCanopy","Lower1","Lower2","Lower3","Lower4","SoilSurface","HeightTop","ChkboxTop","ChkboxLower1","ChkboxLower2","ChkboxLower3","ChkboxLower4","ChkboxSoil","HeightLower1","HeightLower2","HeightLower3","HeightLower4","HeightSurface","HeightWoody","HeightHerbaceous","ShrubShape","SpeciesWoody","SpeciesHerbaceous","DateLoadedInDb","ChkboxWoody","ChkboxHerbaceous","Lower5","Lower6","Lower7","ChkboxLower5","ChkboxLower6","ChkboxLower7","HeightLower5","HeightLower6","HeightLower7","SpeciesLowerHerb","HeightLowerHerb","ChkboxLowerHerb","PrimaryKey","DBKey","created_user","created_date","last_edited_user","last_edited_date"
"1904231010273278",8,16,"None","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,84,33,NA,"ARTRW8","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",8.5,17,"None","L","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",9,18,"None","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,103,32,NA,"ARTRW8","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",9.5,19,"None","L","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",10,20,"None","WL","L","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,36,32,NA,"ARFI2","DEPI","2019-09-01",1,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",10.5,21,"None","WL","L","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",11,22,"ARFI2","WL","L","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,97,46,"S","ARFI2","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",11.5,23,"ARFI2","L","","","","S","",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"S","","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",12,24,"None","L","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,43,14,NA,"ARFI2","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",12.5,25,"None","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",13,26,"None","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,38,NA,"None","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",13.5,27,"ARFI2","WL","L","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"S","","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",14,28,"ARFI2","WL","L","","","S","",1,0,0,0,0,0,NA,NA,NA,NA,NA,118,40,"S","ARFI2","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",14.5,29,"ARFI2","WL","L","","","S","",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"S","","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",15,30,"CHVI8","WL","L","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,93,0,NA,"CHVI8","None","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",15.5,31,"CHVI8","WL","L","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",16,32,"None","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,83,11,NA,"ARFI2","PLPA2","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",16.5,33,"ARFI2","L","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"S","","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",17,34,"ARFI2","L","","","","S","",1,0,0,0,0,0,NA,NA,NA,NA,NA,80,0,"S","ARTRW8","None","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",17.5,35,"None","WL","L","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",18,36,"None","WL","L","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,26,18,NA,"ARFI2","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",18.5,37,"CHVI8","","","","","S","",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",19,38,"None","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,28,NA,"None","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",19.5,39,"None","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",20,40,"None","L","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,82,13,NA,"ARTRW8","SPCR","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",20.5,41,"None","L","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",21,42,"ARFI2","L","","","","S","",1,0,0,0,0,0,NA,NA,NA,NA,NA,98,0,"S","ARFI2","None","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",21.5,43,"ARFI2","L","","","","S","",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"S","","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",22,44,"None","L","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,57,0,NA,"ARTRW8","None","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",22.5,45,"ARTRW8","L","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"S","","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",23,46,"None","L","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,49,48,NA,"ARTRW8","DEPI","2019-09-01",1,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",23.5,47,"ARFI2","WL","L","","","S","",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"S","","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",24,48,"CHVI8","WL","L","","","S","",1,0,0,0,0,0,NA,NA,NA,NA,NA,88,49,NA,"ERNA10","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",24.5,49,"ERNA10","CHVI8","WL","L","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231010273278",25,50,"ERNA10","WL","L","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,102,20,NA,"ERNA10","CRCI2","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",0.5,1,"DEPI","PLPA2","L","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",1,2,"None","L","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,31,NA,"None","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",1.5,3,"None","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",2,4,"None","L","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,9,NA,"None","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",2.5,5,"CHVI8","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",3,6,"CHVI8","ARTRW8","L","","","S","",0,1,0,0,0,0,NA,NA,NA,NA,NA,120,17,"S","CHVI8","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",3.5,7,"ARTRW8","CHVI8","L","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"S","","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",4,8,"CHVI8","ARTRW8","WL","L","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,153,47,"S","CHVI8","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",4.5,9,"DEPI","ARTRW8","L","","","S","",0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"S","","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",5,10,"ARTRW8","DEPI","L","","","S","",1,0,0,0,0,0,NA,NA,NA,NA,NA,35,22,"S","ARTRW8","DEPI","2019-09-01",1,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",5.5,11,"BRTE","DEPI","L","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",6,12,"ARTRW8","","","","","S","",1,0,0,0,0,0,NA,NA,NA,NA,NA,32,55,"S","ARTRW8","PG1601","2019-09-01",1,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",6.5,13,"None","WL","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",7,14,"DEPI","WL","L","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,39,NA,"None","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",7.5,15,"None","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",8,16,"ARTRW8","WL","L","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,146,32,"S","ARTRW8","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",8.5,17,"ARTRW8","L","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"S","","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",9,18,"ARTRW8","L","","","","S","",1,0,0,0,0,0,NA,NA,NA,NA,NA,49,29,"S","ARTRW8","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",9.5,19,"None","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",10,20,"PLPA2","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,17,NA,"None","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",10.5,21,"DEPI","CHVI8","","","","S","",0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",11,22,"ARFI2","","","","","S","",1,0,0,0,0,0,NA,NA,NA,NA,NA,68,0,"S","ARFI2","None","2019-09-01",1,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",11.5,23,"ARTRW8","ARFI2","L","","","S","",0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"S","","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",12,24,"DEPI","L","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,73,54,NA,"ARTRW8","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",12.5,25,"None","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",13,26,"ARTRW8","PLPA2","L","","","S","",1,0,0,0,0,0,NA,NA,NA,NA,NA,54,36,"S","ARTRW8","BRTE","2019-09-01",1,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",13.5,27,"DEPI","ARTRW8","","","","S","",0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"S","","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",14,28,"None","L","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,41,NA,"None","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",14.5,29,"None","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",15,30,"None","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,11,NA,"ARTRW8","DEPI","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",15.5,31,"None","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",16,32,"PLPA2","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,7,NA,"None","PLPA2","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
"1904231046588345",16.5,33,"PLPA2","","","","","S","",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","","2019-09-01",0,0,"","","",0,0,0,"","","","","",0,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb",NA,NA,NA,NA
